gene_symbol	gene_dpi	gene_pli	protein_class	diseaseid	disease_semantic_type	score	ei	el	year_initial	year_final
NKX2-5	0.692	0.94531	DTO_05007542	C0013274	Congenital Abnormality	0.11	1.0		2019	2019
FOXC1	0.846	0.95337	DTO_05007542	C0013274	Congenital Abnormality	0.11	1.0		2013	2013
GATA4	0.846	0.49308		C0013274	Congenital Abnormality	0.11	1.0		2019	2019
GJA1	0.885	0.15523	DTO_05007527	C0013274	Congenital Abnormality	0.11	1.0		2014	2014
SETD2	0.846	1.0	DTO_05007378	C0013274	Congenital Abnormality	0.11	1.0		2019	2019
LMNA	0.885	0.9994		C0013274	Congenital Abnormality	0.11	1.0		2011	2011
PTEN	0.923	0.25651	DTO_05007624	C0013274	Congenital Abnormality	0.11	1.0		2019	2019
PTPN11	0.923	0.99998		C0013274	Congenital Abnormality	0.11	1.0		2008	2018
RAC1	0.962	0.76228	DTO_05007584	C0013274	Congenital Abnormality	0.11	1.0		2014	2014
NSD1	0.769	1.0	DTO_05007378	C0013274	Congenital Abnormality	0.11	1.0		2019	2019
SKI	0.808	0.99901		C0013274	Congenital Abnormality	0.11	0.0		2018	2018
BRCA1	0.923	9.2157e-29	DTO_05007624	C0013274	Congenital Abnormality	0.11	1.0		2006	2006
BRCA2	0.846	2.3581e-25	DTO_05007557	C0013274	Congenital Abnormality	0.11	1.0		2014	2020
MAP3K7	0.808	0.99971	DTO_03300101	C0013274	Congenital Abnormality	0.11	1.0		2017	2017
TBX5	0.769	0.99954	DTO_05007542	C0013274	Congenital Abnormality	0.11	1.0		2019	2019
USP9X	0.846	1.0		C0013274	Congenital Abnormality	0.11	1.0		2012	2012
TP63	0.769	0.99728	DTO_05007542	C0013274	Congenital Abnormality	0.11	1.0		2018	2018
G6PC3	0.731	4.7177e-06		C0013274	Congenital Abnormality	0.11	1.0		2011	2011
ABCC9	0.692	9.3524e-09	DTO_05007405	C0013274	Congenital Abnormality	0.1	1.0		2016	2016
HUWE1	0.769	1.0	DTO_05007624	C0013274	Congenital Abnormality	0.1				
TSFM	0.423	1.9197e-09	DTO_05007557	C0013274	Congenital Abnormality	0.1				
CD96	0.692	1.392e-11		C0013274	Congenital Abnormality	0.1				
ZMPSTE24	0.731	8.8702e-16	DTO_05007624	C0013274	Congenital Abnormality	0.1				
APC2	0.654	0.99994		C0013274	Congenital Abnormality	0.1				
MAD2L2	0.731	0.082082		C0013274	Congenital Abnormality	0.1				
ARFGEF2	0.462	0.99993		C0013274	Congenital Abnormality	0.1				
USP18	0.615	0.0014952		C0013274	Congenital Abnormality	0.1				
CHRM3	0.885	0.99253	DTO_02300001	C0013274	Congenital Abnormality	0.1				
COMT	0.923	1.1377e-06	DTO_05007624	C0013274	Congenital Abnormality	0.1				
CREBBP	0.808	1.0		C0013274	Congenital Abnormality	0.1				
AMER1	0.654	0.8538		C0013274	Congenital Abnormality	0.1				
B3GLCT	0.731	7.1449e-17	DTO_05007624	C0013274	Congenital Abnormality	0.1				
ARL6IP6	0.615	0.018099		C0013274	Congenital Abnormality	0.1				
CEP120	0.731	4.0887e-15		C0013274	Congenital Abnormality	0.1				
ESCO2	0.615	3.1642e-07		C0013274	Congenital Abnormality	0.1				
TMTC3	0.538	4.6335e-05		C0013274	Congenital Abnormality	0.1				
ARX	0.654	0.90814		C0013274	Congenital Abnormality	0.1				
DHCR7	0.846	3.949e-13	DTO_05007624	C0013274	Congenital Abnormality	0.1				
DHCR24	0.769	0.031029	DTO_05007624	C0013274	Congenital Abnormality	0.1				
DNMT3A	0.846	7.3538e-39		C0013274	Congenital Abnormality	0.1				
DTNA	0.385	0.63459		C0013274	Congenital Abnormality	0.1				
DVL3	0.731	0.38544	DTO_05007599	C0013274	Congenital Abnormality	0.1				
ECE1	0.769	0.95987	DTO_05007624	C0013274	Congenital Abnormality	0.1				
MEGF8	0.538	1.9329e-05	DTO_05007584	C0013274	Congenital Abnormality	0.1				
ELN	0.885	2.1429e-14		C0013274	Congenital Abnormality	0.1				
EP300	0.846	1.0		C0013274	Congenital Abnormality	0.1				
ERCC4	0.846	1.3758e-12	DTO_05007624	C0013274	Congenital Abnormality	0.1				
FANCA	0.731	1.5943e-68		C0013274	Congenital Abnormality	0.1				
FANCC	0.808	2.7921e-13		C0013274	Congenital Abnormality	0.1				
FANCD2	0.885	1.0974e-30		C0013274	Congenital Abnormality	0.1				
FANCE	0.808	1.5278e-06		C0013274	Congenital Abnormality	0.1				
ACSL4	0.769	0.98103	DTO_05007624	C0013274	Congenital Abnormality	0.1				
BPTF	0.769	1.0		C0013274	Congenital Abnormality	0.1	1.0		2017	2017
FANCB	0.769	0.99631		C0013274	Congenital Abnormality	0.1				
FANCF	0.731	0.45886		C0013274	Congenital Abnormality	0.1				
FANCG	0.769	2.4859e-14		C0013274	Congenital Abnormality	0.1				
FBN1	0.846	1.0	DTO_05007616	C0013274	Congenital Abnormality	0.1				
FBN2	0.808	1.0	DTO_05007616	C0013274	Congenital Abnormality	0.1				
JMJD1C	0.769	1.0		C0013274	Congenital Abnormality	0.1				
GPC4	0.769	0.92613		C0013274	Congenital Abnormality	0.1				
FGFR3	0.846	1.6432e-05	DTO_03300101	C0013274	Congenital Abnormality	0.1				
PUF60	0.769	0.99677		C0013274	Congenital Abnormality	0.1				
FOXF1	0.692	0.95792		C0013274	Congenital Abnormality	0.1				
FOXE3	0.654	0.18135	DTO_05007542	C0013274	Congenital Abnormality	0.1				
FOXC2	0.731	0.13356	DTO_05007542	C0013274	Congenital Abnormality	0.1				
FLNA	0.846	1.0		C0013274	Congenital Abnormality	0.1				
NEDD4L	0.731	1.0	DTO_05007624	C0013274	Congenital Abnormality	0.1				
SPECC1L	0.654	0.85887		C0013274	Congenital Abnormality	0.1				
SIK3	0.654	1.0	DTO_03300101	C0013274	Congenital Abnormality	0.1				
LARS2	0.654	8.9333e-17	DTO_05007624	C0013274	Congenital Abnormality	0.1				
KAT6B	0.731	1.0	DTO_05007624	C0013274	Congenital Abnormality	0.1				
PIGN	0.615	2.29e-21	DTO_05007621	C0013274	Congenital Abnormality	0.1				
KCNE5	0.5	0.11854		C0013274	Congenital Abnormality	0.1				
GABRD	0.692	0.99345	DTO_01300327	C0013274	Congenital Abnormality	0.1				
POLR1A	0.538	0.9998	DTO_05007624	C0013274	Congenital Abnormality	0.1				
C2CD3	0.538	4.4437e-19		C0013274	Congenital Abnormality	0.1				
PHGDH	0.885	0.00013308	DTO_05007624	C0013274	Congenital Abnormality	0.1				
GATA6	0.808	0.99709		C0013274	Congenital Abnormality	0.1	1.0		2014	2014
TBL2	0.731	0.00018452		C0013274	Congenital Abnormality	0.1				
GJA5	0.577	0.017871	DTO_05007527	C0013274	Congenital Abnormality	0.1				
GJA8	0.577	0.002205	DTO_05007527	C0013274	Congenital Abnormality	0.1				
NPHP3	0.654	9.836e-16		C0013274	Congenital Abnormality	0.1				
AFF4	0.769	1.0	DTO_05007542	C0013274	Congenital Abnormality	0.1				
GPC3	0.808	0.9982		C0013274	Congenital Abnormality	0.1				
GLI3	0.846	0.99999		C0013274	Congenital Abnormality	0.1				
GP1BB	0.769	0.51249		C0013274	Congenital Abnormality	0.1				
KANSL1	0.731	0.99972		C0013274	Congenital Abnormality	0.1				
ANK1	0.885	1.0		C0013274	Congenital Abnormality	0.1				
CCDC22	0.692	0.99979		C0013274	Congenital Abnormality	0.1				
UBE2T	0.731	1.0599e-05		C0013274	Congenital Abnormality	0.1				
GTF2I	0.808	0.99592		C0013274	Congenital Abnormality	0.1				
SLC25A24	0.731	3.3527e-12	DTO_05007405	C0013274	Congenital Abnormality	0.1				
HNRNPK	0.846	0.99998	DTO_05007624	C0013274	Congenital Abnormality	0.1				
HPGD	0.731	1.4357e-05		C0013274	Congenital Abnormality	0.1				
FREM2	0.577	3.5958e-11		C0013274	Congenital Abnormality	0.1				
IGBP1	0.692	0.98274	DTO_05007608	C0013274	Congenital Abnormality	0.1				
CTU2	0.423	3.9682e-22		C0013274	Congenital Abnormality	0.1				
ARF1	0.615	0.89967		C0013274	Congenital Abnormality	0.1				
KCNH1	0.731	0.54625	DTO_01300327	C0013274	Congenital Abnormality	0.1				
KCNJ8	0.538	0.37965	DTO_01300327	C0013274	Congenital Abnormality	0.1				
LIMK1	0.731	0.99937	DTO_03300101	C0013274	Congenital Abnormality	0.1				
LOX	0.846	0.98769		C0013274	Congenital Abnormality	0.1				
SMAD3	0.923	0.79796	DTO_05007542	C0013274	Congenital Abnormality	0.1				
MAP1B	0.5	1.0	DTO_05007530	C0013274	Congenital Abnormality	0.1				
MAT2A	0.654	0.99846	DTO_05007624	C0013274	Congenital Abnormality	0.1				
ARVCF	0.769	5.0422e-11	DTO_05007530	C0013274	Congenital Abnormality	0.1				
MYCN	0.808	0.88897	DTO_05007542	C0013274	Congenital Abnormality	0.1				
MYH7	0.692	4.2385e-16		C0013274	Congenital Abnormality	0.1				
MYLK	0.846	9.1706e-12	DTO_03300101	C0013274	Congenital Abnormality	0.1				
RERE	0.846	1.0		C0013274	Congenital Abnormality	0.1				
NFIX	0.769	0.99903	DTO_05007557	C0013274	Congenital Abnormality	0.1				
NONO	0.731	0.9935	DTO_05007557	C0013274	Congenital Abnormality	0.1				
NOTCH2	0.808	1.0		C0013274	Congenital Abnormality	0.1				
NOTCH3	0.808	0.40757		C0013274	Congenital Abnormality	0.1				
SIX6	0.654	0.51776	DTO_05007542	C0013274	Congenital Abnormality	0.1				
ASCC1	0.846	2.6051e-14		C0013274	Congenital Abnormality	0.1				
MRPS16	0.231	0.058297	DTO_05007557	C0013274	Congenital Abnormality	0.1				
WDPCP	0.769	1.0908e-10		C0013274	Congenital Abnormality	0.1				
POLR1D	0.692	0.36357	DTO_05007624	C0013274	Congenital Abnormality	0.1				
PCNT	0.808	4.0172e-58		C0013274	Congenital Abnormality	0.1				
ATP5F1D	0.5	0.073813	DTO_05007405	C0013274	Congenital Abnormality	0.1	1.0		2018	2018
DACT1	0.692	0.40017		C0013274	Congenital Abnormality	0.1				
PIGT	0.615	7.2959e-10		C0013274	Congenital Abnormality	0.1				
DYNC2LI1	0.5	3.154e-09	DTO_05007530	C0013274	Congenital Abnormality	0.1				
RAB23	0.654	0.0056143		C0013274	Congenital Abnormality	0.1				
PEX1	0.769	1.0572e-14		C0013274	Congenital Abnormality	0.1				
PLAGL1	0.769	0.9764		C0013274	Congenital Abnormality	0.1				
HYDIN	0.538	2.2706e-24		C0013274	Congenital Abnormality	0.1				
SAMD9	0.808	1.0521e-33		C0013274	Congenital Abnormality	0.1				
BCOR	0.808	1.0		C0013274	Congenital Abnormality	0.1				
NCAPG2	0.731	0.97764		C0013274	Congenital Abnormality	0.1				
MKS1	0.769	3.3768e-16	DTO_05007621	C0013274	Congenital Abnormality	0.1				
PPP1CB	0.577	0.99912	DTO_05007624	C0013274	Congenital Abnormality	0.1				
AGGF1	0.462	2.7334e-05		C0013274	Congenital Abnormality	0.1				
FANCL	0.731	5.9404e-23	DTO_05007624	C0013274	Congenital Abnormality	0.1				
RFWD3	0.731	3.5331e-10	DTO_05007624	C0013274	Congenital Abnormality	0.1				
FANCI	0.731	8.9116e-37		C0013274	Congenital Abnormality	0.1				
YY1AP1	0.462	1.9461e-18	DTO_05007542	C0013274	Congenital Abnormality	0.1				
CHD7	0.846	1.0		C0013274	Congenital Abnormality	0.1				
PEX26	0.615	0.93189		C0013274	Congenital Abnormality	0.1				
PACS1	0.615	0.99999		C0013274	Congenital Abnormality	0.1				
ERMARD	0.538	5.7789e-16		C0013274	Congenital Abnormality	0.1				
MCTP2	0.577	6.03e-52		C0013274	Congenital Abnormality	0.1				
PRKG1	0.769	0.99938	DTO_03300101	C0013274	Congenital Abnormality	0.1				
MAP2K1	0.846	0.89669	DTO_03300101	C0013274	Congenital Abnormality	0.1				
MASP1	0.885	1.2276e-11	DTO_05007624	C0013274	Congenital Abnormality	0.1				
INPP5E	0.615	0.0031048		C0013274	Congenital Abnormality	0.1				
HYMAI	0.538			C0013274	Congenital Abnormality	0.1				
ARID1B	0.846	1.0		C0013274	Congenital Abnormality	0.1				
WDR35	0.692	1.0462e-22		C0013274	Congenital Abnormality	0.1				
FANCM	0.731	2.3536e-15	DTO_05007624	C0013274	Congenital Abnormality	0.1				
PEX19	0.731	0.0003188	DTO_05007612	C0013274	Congenital Abnormality	0.1				
RAD51	0.846	0.026578		C0013274	Congenital Abnormality	0.1				
RAD51C	0.692	6.1906e-14		C0013274	Congenital Abnormality	0.1				
RARB	0.846	0.99983	DTO_00102000	C0013274	Congenital Abnormality	0.1				
RBP4	0.808	0.51951	DTO_05007405	C0013274	Congenital Abnormality	0.1				
RFC2	0.769	2.2054e-06	DTO_05007624	C0013274	Congenital Abnormality	0.1				
RPL5	0.615	0.99776	DTO_05007557	C0013274	Congenital Abnormality	0.1				
RPL11	0.577	0.96088	DTO_05007557	C0013274	Congenital Abnormality	0.1				
RREB1	0.808	1.0		C0013274	Congenital Abnormality	0.1				
SALL1	0.808	0.99971	DTO_05007542	C0013274	Congenital Abnormality	0.1				
PRDM16	0.808	0.99999		C0013274	Congenital Abnormality	0.1				
STRA6	0.731	1.5068e-10		C0013274	Congenital Abnormality	0.1				
PORCN	0.692	0.99953	DTO_05007624	C0013274	Congenital Abnormality	0.1				
SKIV2L	0.654	1.2931e-22		C0013274	Congenital Abnormality	0.1				
VPS33A	0.538	0.18206	DTO_05007405	C0013274	Congenital Abnormality	0.1				
BMPR1A	0.731	0.90333	DTO_03300101	C0013274	Congenital Abnormality	0.1				
SNRPB	0.731	0.70858	DTO_05007557	C0013274	Congenital Abnormality	0.1				
SOX2	0.808	0.70662	DTO_05007542	C0013274	Congenital Abnormality	0.1				
SSR4	0.423	0.87499		C0013274	Congenital Abnormality	0.1				
TALDO1	0.654	2.5234e-06		C0013274	Congenital Abnormality	0.1				
TBX1	0.808	0.83661	DTO_05007542	C0013274	Congenital Abnormality	0.1				
TBX2	0.769	0.99329	DTO_05007542	C0013274	Congenital Abnormality	0.1				
TCOF1	0.808	0.9541		C0013274	Congenital Abnormality	0.1				
NR2F2	0.692	0.98972	DTO_00102000	C0013274	Congenital Abnormality	0.1				
TGFB2	0.885	0.99905	DTO_05007599	C0013274	Congenital Abnormality	0.1				
TGFB3	0.808	0.98727	DTO_05007599	C0013274	Congenital Abnormality	0.1				
TGFBR1	0.885	0.85379	DTO_03300101	C0013274	Congenital Abnormality	0.1				
TKT	0.769	0.006748	DTO_05007624	C0013274	Congenital Abnormality	0.1				
HIRA	0.808	1.0	DTO_05007557	C0013274	Congenital Abnormality	0.1				
UBE2A	0.692	0.815		C0013274	Congenital Abnormality	0.1				
UFD1	0.769	0.99638		C0013274	Congenital Abnormality	0.1				
UMPS	0.615	0.0001051		C0013274	Congenital Abnormality	0.1				
MYRF	0.731	1.0		C0013274	Congenital Abnormality	0.1				
TMEM258	0.654	0.0018504		C0013274	Congenital Abnormality	0.1				
CLIP2	0.808	0.99997	DTO_05007530	C0013274	Congenital Abnormality	0.1				
XRCC2	0.731	3.955e-07		C0013274	Congenital Abnormality	0.1				
PCGF2	0.615	0.86397		C0013274	Congenital Abnormality	0.1				
ZNF148	0.654	0.99997	DTO_05007542	C0013274	Congenital Abnormality	0.1				
CRELD1	0.269	1.3432e-11	DTO_05007616	C0013274	Congenital Abnormality	0.1				
ALG8	0.577	1.1804e-08	DTO_05007624	C0013274	Congenital Abnormality	0.1				
FTO	0.885	8.364e-08		C0013274	Congenital Abnormality	0.1				
ALG12	0.5	1.1758e-07	DTO_05007624	C0013274	Congenital Abnormality	0.1				
THOC6	0.577	0.00047835		C0013274	Congenital Abnormality	0.1				
PALB2	0.769	3.0379e-19		C0013274	Congenital Abnormality	0.1				
KAT6A	0.769	1.0	DTO_05007624	C0013274	Congenital Abnormality	0.1				
MFAP5	0.615	0.0050619		C0013274	Congenital Abnormality	0.1				
COL18A1	0.808	1.7414e-10		C0013274	Congenital Abnormality	0.1				
ADAMTS10	0.5	0.84288	DTO_05007624	C0013274	Congenital Abnormality	0.1				
MKKS	0.692	2.1265e-09		C0013274	Congenital Abnormality	0.1				
ARID1A	0.846	1.0		C0013274	Congenital Abnormality	0.1				
TRRAP	0.692	1.0		C0013274	Congenital Abnormality	0.1				
BRIP1	0.731	6.206e-17	DTO_05007624	C0013274	Congenital Abnormality	0.1				
TRAF7	0.423	0.021819		C0013274	Congenital Abnormality	0.1				
SLX4	0.731	1.5676e-22		C0013274	Congenital Abnormality	0.1				
KCNAB2	0.692	0.79978	DTO_01300327	C0013274	Congenital Abnormality	0.1				
DPM1	0.385	0.00016237	DTO_05007624	C0013274	Congenital Abnormality	0.1				
KYNU	0.692	4.1806e-18	DTO_05007624	C0013274	Congenital Abnormality	0.1	1.0		2017	2017
BAZ1B	0.731	1.0		C0013274	Congenital Abnormality	0.1				
PIGQ	0.577	1.3575e-06	DTO_05007624	C0013274	Congenital Abnormality	0.1				
TRIP11	0.654	1.714e-12		C0013274	Congenital Abnormality	0.1				
TRIP4	0.654	5.9901e-07	DTO_05007542	C0013274	Congenital Abnormality	0.1				
TBX4	0.731	0.5048	DTO_05007542	C0013274	Congenital Abnormality	0.1				
POLR1C	0.615	6.3221e-10	DTO_05007624	C0013274	Congenital Abnormality	0.1				
GTF2IRD1	0.769	0.90039		C0013274	Congenital Abnormality	0.1				
SEC24C	0.808	1.0	DTO_05007405	C0013274	Congenital Abnormality	0.1				
TTC37	0.654	1.725e-29		C0013274	Congenital Abnormality	0.1				
SEMA3E	0.769	8.7148e-09	DTO_05007599	C0013274	Congenital Abnormality	0.1				
TMEM94	0.654	2.7548e-14		C0013274	Congenital Abnormality	0.1				
ZEB2	0.808	1.0	DTO_05007542	C0013274	Congenital Abnormality	0.1				
AMMECR1	0.692	0.82117		C0013274	Congenital Abnormality	0.1				
CDC42	0.846	0.78728	DTO_05007584	C0013274	Congenital Abnormality	0.1				
MUC1	0.885	0.018774		C0013274	Congenital Abnormality	0.07	1.0		2012	2019
CD274	0.923	0.01916	DTO_05007575	C0013274	Congenital Abnormality	0.06	1.0		2014	2019
SPP1	0.885	2.146e-06		C0013274	Congenital Abnormality	0.06	1.0		2009	2019
PDX1	0.654	0.017775		C0013274	Congenital Abnormality	0.05	1.0		2004	2019
AGT	0.923	4.9706e-08	DTO_05007584	C0013274	Congenital Abnormality	0.04	1.0		2008	2018
GLI1	0.846	7.6639e-14		C0013274	Congenital Abnormality	0.04	1.0		2008	2017
ANXA2	0.808	9.7728e-05		C0013274	Congenital Abnormality	0.04	1.0		2011	2017
TP53	0.962	0.53235	DTO_05007542	C0013274	Congenital Abnormality	0.04	1.0		2010	2014
VEGFA	0.923	2.4085e-05	DTO_05007599	C0013274	Congenital Abnormality	0.04	1.0		2008	2019
MSLN	0.692	5.8751e-25	DTO_05007621	C0013274	Congenital Abnormality	0.03	1.0		2009	2019
CDKN2A	0.885	0.39474		C0013274	Congenital Abnormality	0.03	1.0		2011	2017
CTLA4	0.923	0.94085		C0013274	Congenital Abnormality	0.03	0.667		2013	2019
CTNNB1	0.885	0.99999		C0013274	Congenital Abnormality	0.03	1.0		2008	2014
CYP2C9	0.885	1.2709e-10		C0013274	Congenital Abnormality	0.03	0.667		2010	2019
FOXM1	0.769	0.0007414		C0013274	Congenital Abnormality	0.03	1.0		2014	2016
LGALS1	0.846	0.004488	DTO_05007599	C0013274	Congenital Abnormality	0.03	1.0		2009	2018
MBL2	0.846	0.0026836	DTO_05007575	C0013274	Congenital Abnormality	0.03	1.0		2010	2019
CCL2	0.962	0.60786	DTO_05007599	C0013274	Congenital Abnormality	0.03	1.0		2009	2019
PDHX	0.692	9.7242e-05	DTO_05007624	C0013274	Congenital Abnormality	0.03	1.0		2004	2019
TNFSF10	0.885	0.13495	DTO_05007599	C0013274	Congenital Abnormality	0.03	0.667		2012	2016
PDA1	0.077			C0013274	Congenital Abnormality	0.02	1.0		2002	2017
CDK4	0.808	0.062909	DTO_03300101	C0013274	Congenital Abnormality	0.02	1.0		2014	2018
COL6A3	0.769	1.8131e-20	DTO_05007575	C0013274	Congenital Abnormality	0.02	1.0		2011	2014
CRP	0.962	0.0036969		C0013274	Congenital Abnormality	0.02	1.0		2019	2019
ENO1	0.885	1.914e-05	DTO_05007624	C0013274	Congenital Abnormality	0.02	1.0		2017	2018
ERBB2	0.923	0.0059892	DTO_03300101	C0013274	Congenital Abnormality	0.02	1.0		2013	2018
ARHGAP26	0.5	0.99661	DTO_05007584	C0013274	Congenital Abnormality	0.02	1.0		2015	2019
HGF	0.885	0.99947	DTO_05007624	C0013274	Congenital Abnormality	0.02	1.0		2007	2016
FOXA1	0.731	0.22227	DTO_05007542	C0013274	Congenital Abnormality	0.02	1.0		2010	2017
IL4	0.962	0.0047372		C0013274	Congenital Abnormality	0.02	1.0		2006	2007
LCN2	0.885	1.1404e-09	DTO_05007624	C0013274	Congenital Abnormality	0.02	1.0		2017	2019
MMP7	0.885	1.0404e-09	DTO_05007624	C0013274	Congenital Abnormality	0.02	1.0		2011	2012
MTHFR	0.885	3.2068e-10		C0013274	Congenital Abnormality	0.02	1.0		2006	2014
NOS3	0.885	6.7246e-07		C0013274	Congenital Abnormality	0.02	1.0		1998	2015
PIK3CA	0.923	1.0	DTO_03300101	C0013274	Congenital Abnormality	0.02	1.0		2014	2018
PIK3CB	0.885	0.99964	DTO_03300101	C0013274	Congenital Abnormality	0.02	1.0		2014	2018
PIK3CD	0.885	0.99999	DTO_03300101	C0013274	Congenital Abnormality	0.02	1.0		2014	2018
PIK3CG	0.885	1.4076e-06	DTO_03300101	C0013274	Congenital Abnormality	0.02	1.0		2014	2018
PTGS2	0.962	0.99597	DTO_05007624	C0013274	Congenital Abnormality	0.02	1.0		2015	2019
SEL1L	0.654	0.98233		C0013274	Congenital Abnormality	0.02	1.0		2012	2014
SLC8A1	0.769	0.9957	DTO_05007405	C0013274	Congenital Abnormality	0.02	1.0		2015	2017
SMARCA4	0.885	1.0	DTO_05007378	C0013274	Congenital Abnormality	0.02	1.0		2014	2015
TNF	0.962	0.8033	DTO_05007599	C0013274	Congenital Abnormality	0.02	0.5		2014	2014
AVSD1	0.192			C0013274	Congenital Abnormality	0.02	1.0		1990	2017
MIR365A	0.423			C0013274	Congenital Abnormality	0.01	1.0		2019	2019
C20orf181	0.885			C0013274	Congenital Abnormality	0.01	1.0		2009	2009
CD24	0.769			C0013274	Congenital Abnormality	0.01	1.0		2015	2015
CHAF1A	0.808	1.0	DTO_05007557	C0013274	Congenital Abnormality	0.01	0.0		2016	2016
ABCB6	0.885	8.5999e-19	DTO_05007405	C0013274	Congenital Abnormality	0.01	1.0		2019	2019
NAMPT	0.808	0.97914	DTO_05007599	C0013274	Congenital Abnormality	0.01	1.0		2019	2019
TRIM13	0.846	0.6366		C0013274	Congenital Abnormality	0.01	1.0		2018	2018
TPTEP2-CSNK1E	0.5			C0013274	Congenital Abnormality	0.01	1.0		2013	2013
DLC1	0.731	0.99948		C0013274	Congenital Abnormality	0.01	1.0		2013	2013
MTCO2P12	0.962			C0013274	Congenital Abnormality	0.01	1.0		2019	2019
CFTR	0.885	2.1735e-58	DTO_01300327	C0013274	Congenital Abnormality	0.01	1.0		2011	2011
RALBP1	0.654	0.14667	DTO_05007584	C0013274	Congenital Abnormality	0.01	1.0		2018	2018
UBE2C	0.615	0.10513		C0013274	Congenital Abnormality	0.01	1.0		2013	2013
LOC110806262	0.423			C0013274	Congenital Abnormality	0.01	1.0		2014	2014
EGLN3	0.654	0.0094753		C0013274	Congenital Abnormality	0.01	1.0		2013	2013
CHRNA4	0.808	8.5474e-05	DTO_01300327	C0013274	Congenital Abnormality	0.01	1.0		2011	2011
NLRP3	0.962	0.00081103		C0013274	Congenital Abnormality	0.01	1.0		2017	2017
H3P10	0.846			C0013274	Congenital Abnormality	0.01	1.0		2011	2011
SLC24A4	0.346	2.2032e-11	DTO_05007405	C0013274	Congenital Abnormality	0.01	1.0		2015	2015
CCR5	0.885	4.3094e-10	DTO_02300001	C0013274	Congenital Abnormality	0.01	1.0		2019	2019
COL11A2	0.846	0.70197		C0013274	Congenital Abnormality	0.01	1.0		2014	2014
CRY1	0.769	1.662e-09	DTO_05007624	C0013274	Congenital Abnormality	0.01	1.0		2013	2013
CRY2	0.692	0.00031808	DTO_05007624	C0013274	Congenital Abnormality	0.01	1.0		2013	2013
PARP1	0.923	0.00033366		C0013274	Congenital Abnormality	0.01	1.0		2014	2014
CSF2	0.962	0.83468	DTO_05007599	C0013274	Congenital Abnormality	0.01	1.0		2015	2015
CSK	0.692	0.99977	DTO_03300101	C0013274	Congenital Abnormality	0.01	1.0		2011	2011
CSNK1E	0.615	0.99926		C0013274	Congenital Abnormality	0.01	1.0		2013	2013
PLB1	0.846	1.7315e-72		C0013274	Congenital Abnormality	0.01	1.0		2016	2016
CXADR	0.885	0.36867		C0013274	Congenital Abnormality	0.01	1.0		2018	2018
CYP1B1	0.769	2.2024e-05	DTO_05007624	C0013274	Congenital Abnormality	0.01	1.0		2008	2008
CYP2C19	0.846	6.4882e-20		C0013274	Congenital Abnormality	0.01	0.0		2010	2010
CYP2C18	0.731	3.3436e-10		C0013274	Congenital Abnormality	0.01	0.0		2010	2010
CYP19A1	0.885	1.7022e-05	DTO_05007624	C0013274	Congenital Abnormality	0.01	1.0		2006	2006
DCC	0.808	0.99448		C0013274	Congenital Abnormality	0.01	1.0		2014	2014
DCK	0.692	1.545e-05	DTO_03300101	C0013274	Congenital Abnormality	0.01	1.0		2014	2014
ACE	0.923	1.0344e-37	DTO_05007624	C0013274	Congenital Abnormality	0.01	1.0		2006	2006
NQO1	0.885	1.1867e-09		C0013274	Congenital Abnormality	0.01	1.0		2015	2015
AGER	0.885	6.3528e-16	DTO_05007575	C0013274	Congenital Abnormality	0.01	1.0		2018	2018
EDN1	0.846	0.45504	DTO_05007599	C0013274	Congenital Abnormality	0.01	1.0		1998	1998
EIF4A1	0.654	0.99987		C0013274	Congenital Abnormality	0.01	1.0		2019	2019
